historical_case_id,district_id,withdrawal_location_id,fraud_type,fraud_amount,transaction_hour,city,latitude,longitude,account_risk,transaction_velocity,distance_to_location,atm_density,historical_similarity,withdrawal_zone,outcome
HC30364,TN29,OSM01059,Romance Scam,39351.93,12,Thoothukudi,8.8175,78.1338,0.59,14,8.69,7,0.21,OSM01059,Withdrawal Detected
HC30365,TN13,OSM01194,Romance Scam,47580.08,0,Madurai,9.8099,78.0965,0.44,25,36.13,9,0.17,OSM01194,No Activity
HC30366,TN03,OSM00187,Investment Scam,8663.35,17,Chennai,12.9482,80.1995,0.57,20,28.09,6,0.73,OSM00187,No Activity
HC30367,TN31,OSM01326,Phishing,94090.72,23,Tirunelveli,8.7247,77.7454,0.62,7,29.69,9,0.88,OSM01326,No Activity
HC30368,TN16,OSM01497,OTP Fraud,274865.67,13,Kanniyakumari,8.086,77.5494,0.65,20,34.29,4,0.62,OSM01497,No Activity
HC30369,TN37,OSM00826,OTP Fraud,260669.57,8,Viluppuram,11.9751,79.2234,0.41,22,33.74,5,0.56,OSM00826,Withdrawal Attempted
HC30370,TN04,OSM00676,Investment Scam,223372.62,1,Coimbatore,11.1696,76.9519,0.98,23,48.75,19,0.31,OSM00676,Withdrawal Attempted
HC30371,TN29,OSM01059,Identity Theft,45062.86,3,Thoothukudi,8.8175,78.1338,0.7,14,31.48,2,0.9,OSM01059,No Activity
HC30372,TN30,OSM00297,Card Skimming,47083.14,19,Tiruchirappalli,10.7638,78.7951,0.86,17,15.53,10,0.15,OSM00297,Withdrawal Detected
HC30373,TN04,OSM00360,Phishing,131415.01,0,Coimbatore,11.0259,76.9062,0.91,2,33.96,11,0.41,OSM00360,No Activity
HC30374,TN35,OSM01394,Identity Theft,154406.29,22,The Nilgiris,11.569,76.6369,0.56,2,37.25,13,0.62,OSM01394,No Activity
HC30375,TN30,OSM00561,OTP Fraud,217146.23,2,Tiruchirappalli,10.8049,78.679,0.71,4,11.33,3,0.97,OSM00561,Withdrawal Attempted
HC30376,TN04,OSM01225,Card Skimming,9681.09,16,Coimbatore,11.1379,77.036,0.45,8,31.8,14,0.27,OSM01225,No Activity
HC30377,TN03,OSM00604,Investment Scam,40634.83,14,Chennai,12.8351,80.2285,0.9,15,3.5,13,0.68,OSM00604,Withdrawal Detected
HC30378,TN31,OSM01379,Identity Theft,148918.24,16,Tirunelveli,8.7873,77.7264,0.43,2,28.12,7,0.63,OSM01379,No Activity
HC30379,TN12,OSM01279,SIM Swap,274601.49,22,Krishnagiri,12.3587,78.2886,0.94,11,34.53,6,0.64,OSM01279,No Activity
HC30380,TN15,OSM01182,Romance Scam,46997.9,6,Nagapattinam,10.6799,79.8504,0.93,12,10.03,9,0.31,OSM01182,Withdrawal Attempted
HC30381,TN03,OSM00179,UPI Fraud,212396.75,5,Chennai,12.9206,80.1841,0.98,7,16.33,10,0.57,OSM00179,No Activity
HC30382,TN08,OSM00420,Job Fraud,160173.6,6,Erode,11.4551,77.4389,0.68,4,34.49,10,0.13,OSM00420,No Activity
HC30383,TN05,OSM00152,OTP Fraud,173380.41,11,Cuddalore,11.6052,79.5074,0.47,13,17.01,4,0.52,OSM00152,Withdrawal Attempted
HC30384,TN31,OSM01325,Investment Scam,148265.66,4,Tirunelveli,8.7258,77.7428,0.88,13,5.62,14,0.43,OSM01325,Withdrawal Attempted
HC30385,TN03,OSM00133,Identity Theft,46954.19,5,Chennai,13.0575,80.1278,0.98,19,5.16,16,0.3,OSM00133,Withdrawal Attempted
HC30386,TN05,OSM01019,SIM Swap,217422.34,6,Cuddalore,11.7316,79.7642,0.75,6,8.92,6,0.37,OSM01019,Withdrawal Detected
HC30387,TN35,OSM00973,Phishing,226454.8,3,The Nilgiris,11.4141,76.6987,0.88,2,2.93,16,0.19,OSM00973,Withdrawal Attempted
HC30388,TN25,OSM01206,Phishing,138816.06,15,Thanjavur,10.9581,79.3735,0.76,25,46.0,8,0.74,OSM01206,No Activity
HC30389,TN03,OSM00908,UPI Fraud,41494.72,16,Chennai,13.0905,80.2878,0.83,20,24.36,16,0.64,OSM00908,No Activity
HC30390,TN37,OSM00826,Card Skimming,110118.26,1,Viluppuram,11.9751,79.2234,0.82,15,47.17,16,0.39,OSM00826,Withdrawal Detected
HC30391,TN03,OSM01308,Romance Scam,112416.51,4,Chennai,13.1839,80.3086,0.69,12,0.25,13,0.29,OSM01308,Withdrawal Attempted
HC30392,TN03,OSM00402,OTP Fraud,90257.65,17,Chennai,13.0339,80.2497,0.55,16,5.93,13,0.87,OSM00402,Withdrawal Attempted
HC30393,TN31,OSM01331,UPI Fraud,264433.57,7,Tirunelveli,8.7269,77.7354,0.74,13,12.63,17,0.28,OSM01331,Withdrawal Detected
HC30394,TN12,OSM01299,Loan Fraud,171976.98,4,Krishnagiri,12.3468,78.2917,0.52,15,22.42,1,0.96,OSM01299,Withdrawal Detected
HC30395,TN30,OSM00206,Phishing,55950.57,4,Tiruchirappalli,10.8128,78.6378,0.75,20,12.66,10,0.44,OSM00206,Withdrawal Detected
HC30396,TN38,OSM00919,Job Fraud,15233.22,17,Virudhunagar,9.584,77.9521,0.93,23,15.28,1,0.97,OSM00919,No Activity
HC30397,TN37,OSM00826,SIM Swap,153618.61,2,Viluppuram,11.9751,79.2234,0.69,19,3.24,1,0.82,OSM00826,No Activity
HC30398,TN02,OSM00192,Loan Fraud,290927.45,2,Chengalpattu,12.6893,79.9807,0.7,20,47.39,14,0.59,OSM00192,Withdrawal Attempted
HC30399,TN03,OSM01401,Romance Scam,115203.13,2,Chennai,13.0027,80.2473,0.98,9,6.36,12,0.91,OSM01401,Withdrawal Attempted
HC30400,TN22,OSM00342,Romance Scam,45368.18,16,Salem,11.6755,78.1597,0.75,6,12.07,16,0.16,OSM00342,Withdrawal Detected
HC30401,TN03,OSM00806,UPI Fraud,67310.52,20,Chennai,12.9708,80.1904,0.9,11,29.85,11,0.6,OSM00806,No Activity
HC30402,TN03,OSM00251,Identity Theft,11075.08,7,Chennai,13.0242,80.2185,0.92,3,46.83,20,0.61,OSM00251,Withdrawal Detected
HC30403,TN31,OSM01326,Card Skimming,26050.4,8,Tirunelveli,8.7247,77.7454,0.98,19,48.07,10,0.77,OSM01326,Withdrawal Attempted
HC30404,TN03,OSM00866,UPI Fraud,129092.81,5,Chennai,12.9696,80.19,0.56,2,16.9,17,0.52,OSM00866,Withdrawal Detected
HC30405,TN18,OSM01257,Loan Fraud,142223.94,5,Perambalur,11.1389,78.5919,0.52,2,19.1,12,0.33,OSM01257,No Activity
HC30406,TN29,OSM01362,Job Fraud,67312.85,23,Thoothukudi,8.8017,78.1562,0.73,2,46.69,20,0.91,OSM01362,No Activity
HC30407,TN33,OSM00701,OTP Fraud,233971.56,11,Tiruppur,11.0064,77.5604,0.93,7,3.84,6,0.77,OSM00701,Withdrawal Attempted
HC30408,TN03,OSM01041,Investment Scam,38414.76,4,Chennai,13.1002,80.2848,0.59,2,2.24,16,0.94,OSM01041,Withdrawal Detected
HC30409,TN14,OSM01221,Card Skimming,49798.35,8,Mayiladuthurai,11.0544,79.412,0.45,9,19.23,17,0.86,OSM01221,Withdrawal Attempted
HC30410,TN08,OSM00438,OTP Fraud,92092.76,16,Erode,11.2144,77.5499,0.42,11,20.28,1,0.53,OSM00438,No Activity
HC30411,TN05,OSM01021,Phishing,178796.23,22,Cuddalore,11.7643,79.7649,0.72,5,22.42,14,0.74,OSM01021,Withdrawal Detected
HC30412,TN03,OSM00572,SIM Swap,184136.26,3,Chennai,12.9237,80.1475,0.88,8,45.47,10,0.81,OSM00572,No Activity
HC30413,TN07,OSM00874,Card Skimming,236576.62,10,Dindigul,10.3575,78.0027,0.7,16,29.01,10,0.55,OSM00874,No Activity
HC30414,TN03,OSM00650,Loan Fraud,104490.23,9,Chennai,13.0614,80.2757,0.93,16,35.27,5,0.75,OSM00650,Withdrawal Detected
HC30415,TN03,OSM00185,Loan Fraud,24582.15,2,Chennai,12.9829,80.1901,0.97,10,22.46,18,0.5,OSM00185,Withdrawal Attempted
HC30416,TN03,OSM01181,Investment Scam,158556.11,14,Chennai,12.8784,80.2159,0.48,8,23.94,3,0.19,OSM01181,Withdrawal Detected
HC30417,TN31,OSM01405,Phishing,29315.28,3,Tirunelveli,8.6962,77.7113,0.7,10,2.75,7,0.39,OSM01405,No Activity
HC30418,TN35,OSM00066,Identity Theft,143467.47,23,The Nilgiris,11.3505,76.8002,0.65,19,21.95,14,0.56,OSM00066,No Activity
HC30419,TN03,OSM00715,SIM Swap,189343.73,10,Chennai,13.0671,80.2731,0.6,17,1.14,11,0.94,OSM00715,Withdrawal Detected
HC30420,TN03,OSM00402,Romance Scam,60394.35,18,Chennai,13.0339,80.2497,0.51,16,20.94,15,0.59,OSM00402,Withdrawal Detected
HC30421,TN33,OSM00888,Identity Theft,226095.64,19,Tiruppur,11.4963,77.3064,0.88,2,46.16,13,0.72,OSM00888,No Activity
HC30422,TN16,OSM01336,SIM Swap,91190.79,21,Kanniyakumari,8.3866,77.6093,0.91,5,20.47,15,0.3,OSM01336,Withdrawal Detected
HC30423,TN31,OSM01133,SIM Swap,205612.27,5,Tirunelveli,8.7328,77.7115,0.78,21,20.34,16,0.16,OSM01133,Withdrawal Attempted
HC30424,TN04,OSM00724,OTP Fraud,134227.55,7,Coimbatore,11.038,76.8789,0.48,15,42.61,4,0.65,OSM00724,Withdrawal Attempted
HC30425,TN03,OSM00162,Phishing,207358.59,7,Chennai,12.9825,80.1932,0.66,10,25.81,7,0.99,OSM00162,Withdrawal Attempted
HC30426,TN03,OSM00311,Card Skimming,17368.92,23,Chennai,12.9717,80.1422,0.82,6,37.37,8,0.72,OSM00311,Withdrawal Detected
HC30427,TN37,OSM00822,Investment Scam,72358.31,6,Viluppuram,11.9379,79.5022,0.97,21,0.84,6,0.64,OSM00822,Withdrawal Attempted
HC30428,TN04,OSM00753,Phishing,91961.72,5,Coimbatore,11.0589,76.9449,0.98,9,30.07,13,0.84,OSM00753,Withdrawal Detected
HC30429,TN04,OSM00850,Romance Scam,106135.27,11,Coimbatore,11.0162,77.0234,0.59,14,11.46,1,0.83,OSM00850,No Activity
HC30430,TN16,OSM00453,SIM Swap,219479.01,16,Kanniyakumari,8.0881,77.5494,0.49,10,16.75,6,0.35,OSM00453,Withdrawal Detected
HC30431,TN08,OSM00053,Investment Scam,297438.78,6,Erode,11.3288,77.7258,0.81,17,10.77,16,0.61,OSM00053,Withdrawal Detected
HC30432,TN29,OSM00946,UPI Fraud,296483.96,19,Thoothukudi,8.793,78.1208,0.6,12,8.39,15,0.14,OSM00946,No Activity
HC30433,TN14,OSM01044,OTP Fraud,189646.02,7,Mayiladuthurai,10.9638,79.3865,0.97,2,22.78,16,0.28,OSM01044,No Activity
HC30434,TN37,OSM00550,Job Fraud,190758.6,15,Viluppuram,11.9455,79.4899,0.89,13,23.48,2,0.83,OSM00550,Withdrawal Detected
HC30435,TN29,OSM01064,Identity Theft,289706.72,21,Thoothukudi,8.8059,78.1555,0.9,19,8.9,14,0.4,OSM01064,Withdrawal Attempted
HC30436,TN03,OSM00007,Investment Scam,277787.37,19,Chennai,13.0822,80.2764,0.85,13,3.03,8,0.65,OSM00007,Withdrawal Detected
HC30437,TN37,OSM00219,Loan Fraud,135307.52,14,Viluppuram,12.2513,79.4166,0.64,15,25.86,10,0.41,OSM00219,Withdrawal Attempted
HC30438,TN29,OSM01373,OTP Fraud,149189.84,4,Thoothukudi,8.8043,78.1515,0.82,4,12.93,10,0.82,OSM01373,No Activity
HC30439,TN03,OSM00419,Identity Theft,142755.96,9,Chennai,13.0593,80.2435,0.69,23,31.75,13,0.86,OSM00419,Withdrawal Detected
HC30440,TN04,OSM00728,Loan Fraud,139825.09,3,Coimbatore,11.0135,76.9398,0.97,6,29.09,20,0.29,OSM00728,No Activity
HC30441,TN07,OSM01266,Romance Scam,178866.63,20,Dindigul,10.3586,77.9766,0.46,20,17.29,6,0.64,OSM01266,Withdrawal Attempted
HC30442,TN05,OSM00986,Phishing,178542.89,0,Cuddalore,11.9852,79.846,0.83,5,22.67,17,0.77,OSM00986,Withdrawal Detected
HC30443,TN03,OSM00683,Phishing,135631.34,0,Chennai,12.9774,80.2513,0.41,21,37.74,6,0.48,OSM00683,Withdrawal Attempted
HC30444,TN04,OSM00710,UPI Fraud,154020.83,9,Coimbatore,11.0163,76.9696,0.58,2,5.71,14,0.55,OSM00710,Withdrawal Detected
HC30445,TN03,OSM00269,Phishing,279639.93,13,Chennai,13.0383,80.2274,0.6,18,23.42,13,0.71,OSM00269,No Activity
HC30446,TN04,OSM00827,Investment Scam,275969.4,17,Coimbatore,11.0142,77.0188,0.45,13,30.79,13,0.46,OSM00827,No Activity
HC30447,TN04,OSM00584,Romance Scam,48812.7,0,Coimbatore,10.8692,76.8958,0.92,25,18.6,6,0.24,OSM00584,Withdrawal Attempted
HC30448,TN30,OSM00954,UPI Fraud,136483.05,22,Tiruchirappalli,10.8867,78.7174,0.8,20,34.55,17,0.31,OSM00954,Withdrawal Detected
HC30449,TN37,OSM00656,Card Skimming,160735.58,0,Viluppuram,11.9202,79.5813,0.64,23,40.45,11,0.84,OSM00656,No Activity
HC30450,TN04,OSM00677,Identity Theft,45384.39,20,Coimbatore,11.0787,76.9418,0.45,10,10.39,17,0.77,OSM00677,Withdrawal Attempted
HC30451,TN30,OSM01162,SIM Swap,92635.8,15,Tiruchirappalli,10.7623,78.613,0.56,24,7.21,19,0.54,OSM01162,No Activity
HC30452,TN22,OSM00345,Investment Scam,261883.36,19,Salem,11.6569,78.1644,0.73,23,20.7,6,0.95,OSM00345,Withdrawal Attempted
HC30453,TN19,OSM01138,Job Fraud,262486.18,18,Pudukkottai,10.0735,78.7774,0.45,12,44.69,18,0.98,OSM01138,Withdrawal Detected
HC30454,TN10,OSM00593,Card Skimming,280537.62,10,Kancheepuram,12.8351,79.6933,0.88,9,24.22,10,0.24,OSM00593,Withdrawal Attempted
HC30455,TN03,OSM00722,Phishing,62766.28,1,Chennai,13.0511,80.2119,0.46,2,42.47,4,0.15,OSM00722,Withdrawal Attempted
HC30456,TN04,OSM00233,Job Fraud,67232.13,7,Coimbatore,11.2693,77.0099,0.44,8,17.48,14,0.51,OSM00233,Withdrawal Attempted
HC30457,TN03,OSM00129,Phishing,215706.24,7,Chennai,12.9489,80.1853,0.53,23,6.72,2,0.33,OSM00129,No Activity
HC30458,TN31,OSM00905,UPI Fraud,70516.95,12,Tirunelveli,8.7142,77.764,0.92,14,48.47,8,0.24,OSM00905,Withdrawal Attempted
HC30459,TN03,OSM00291,UPI Fraud,112534.88,11,Chennai,13.0361,80.2179,0.62,6,47.27,19,0.9,OSM00291,Withdrawal Attempted
HC30460,TN03,OSM00683,Phishing,102772.31,7,Chennai,12.9774,80.2513,0.91,21,24.35,17,0.15,OSM00683,No Activity
HC30461,TN03,OSM00188,Investment Scam,172118.68,3,Chennai,13.0753,80.2703,0.63,15,20.78,5,0.58,OSM00188,No Activity
HC30462,TN05,OSM00761,UPI Fraud,49917.42,9,Cuddalore,11.8646,79.7578,0.42,6,37.6,17,0.65,OSM00761,No Activity
HC30463,TN35,OSM00288,Loan Fraud,272716.69,1,The Nilgiris,11.4236,76.8665,0.87,10,7.63,4,0.38,OSM00288,Withdrawal Attempted
HC30464,TN05,OSM00544,Job Fraud,63942.39,8,Cuddalore,11.7525,79.7615,0.74,12,11.58,8,0.51,OSM00544,No Activity
HC30465,TN04,OSM00679,OTP Fraud,113026.52,20,Coimbatore,10.9786,76.7357,0.95,15,0.74,17,0.36,OSM00679,No Activity
HC30466,TN12,OSM01350,UPI Fraud,146863.49,2,Krishnagiri,12.5427,78.3568,0.46,14,10.49,7,0.49,OSM01350,No Activity
HC30467,TN08,OSM00776,Phishing,166736.22,20,Erode,11.4735,77.8652,0.44,4,16.88,10,0.53,OSM00776,No Activity
HC30468,TN05,OSM00543,Phishing,55801.61,10,Cuddalore,11.7533,79.7615,0.99,18,18.18,7,0.12,OSM00543,Withdrawal Detected
HC30469,TN26,OSM01168,Identity Theft,64524.65,6,Theni,10.4524,77.5151,0.92,16,44.88,1,0.89,OSM01168,Withdrawal Attempted
HC30470,TN29,OSM01050,Romance Scam,90783.83,11,Thoothukudi,8.7346,78.0001,0.85,15,1.65,3,0.17,OSM01050,No Activity
HC30471,TN07,OSM01262,Loan Fraud,183718.68,6,Dindigul,10.3548,77.9614,0.97,7,9.71,18,0.51,OSM01262,Withdrawal Detected
HC30472,TN03,OSM00718,Romance Scam,220998.16,11,Chennai,13.0674,80.2707,0.61,17,5.72,11,0.58,OSM00718,No Activity
HC30473,TN29,OSM00901,UPI Fraud,24321.5,15,Thoothukudi,8.5194,78.1167,0.71,19,5.32,2,0.62,OSM00901,No Activity
HC30474,TN12,OSM01231,UPI Fraud,229763.88,9,Krishnagiri,12.6709,77.9744,0.52,17,3.11,13,0.93,OSM01231,No Activity
HC30475,TN38,OSM00919,Identity Theft,134829.35,17,Virudhunagar,9.584,77.9521,0.81,22,4.96,10,0.54,OSM00919,No Activity
HC30476,TN13,OSM00486,SIM Swap,119541.27,13,Madurai,9.924,78.1491,0.45,23,25.04,14,0.2,OSM00486,No Activity
HC30477,TN24,OSM01486,Card Skimming,130267.82,15,Tenkasi,9.0839,77.3479,0.81,13,49.34,16,0.2,OSM01486,No Activity
HC30478,TN30,OSM00941,Phishing,169488.32,4,Tiruchirappalli,10.7929,78.7632,0.43,16,26.72,17,0.96,OSM00941,Withdrawal Attempted
HC30479,TN38,OSM00690,Identity Theft,147984.32,9,Virudhunagar,9.5832,77.9626,0.59,14,4.35,19,0.14,OSM00690,Withdrawal Detected
HC30480,TN14,OSM01014,Romance Scam,75297.44,22,Mayiladuthurai,11.2969,79.7161,0.65,11,26.08,17,0.39,OSM01014,No Activity
HC30481,TN31,OSM01045,Investment Scam,28149.1,12,Tirunelveli,8.6299,77.9112,0.53,7,3.98,16,0.66,OSM01045,No Activity
HC30482,TN03,OSM00416,Phishing,30830.78,15,Chennai,13.0448,80.2639,0.86,12,49.07,12,0.82,OSM00416,Withdrawal Detected
HC30483,TN03,OSM00780,Romance Scam,64092.0,8,Chennai,13.0955,80.1698,0.68,20,33.74,9,0.33,OSM00780,No Activity
HC30484,TN03,OSM00398,SIM Swap,74615.39,14,Chennai,13.0551,80.2578,0.42,14,5.18,7,0.94,OSM00398,Withdrawal Attempted
HC30485,TN36,OSM00810,Phishing,20424.69,7,Vellore,12.95,79.1414,0.59,8,31.36,7,0.17,OSM00810,Withdrawal Detected
HC30486,TN05,OSM01012,OTP Fraud,257419.28,14,Cuddalore,11.4413,79.6493,0.4,3,12.55,8,0.96,OSM01012,No Activity
HC30487,TN30,OSM01163,Loan Fraud,165334.0,7,Tiruchirappalli,10.7596,78.6103,0.68,14,3.4,3,0.59,OSM01163,Withdrawal Detected
HC30488,TN38,OSM01241,Job Fraud,44977.97,13,Virudhunagar,9.5906,77.9516,0.93,23,41.96,18,0.18,OSM01241,No Activity
HC30489,TN11,OSM00694,Romance Scam,283841.3,17,Karur,11.0534,78.0493,0.62,18,47.04,15,0.78,OSM00694,Withdrawal Attempted
HC30490,TN03,OSM00999,Loan Fraud,172175.26,10,Chennai,13.079,80.2374,0.47,10,37.52,18,0.41,OSM00999,No Activity
HC30491,TN14,OSM01096,OTP Fraud,138622.91,20,Mayiladuthurai,11.4275,79.5402,0.53,8,22.96,14,0.71,OSM01096,No Activity
HC30492,TN30,OSM00449,OTP Fraud,207105.03,17,Tiruchirappalli,10.7774,78.793,0.73,14,8.68,19,0.76,OSM00449,Withdrawal Attempted
HC30493,TN03,OSM00789,Phishing,223245.57,0,Chennai,13.0559,80.2482,0.63,12,0.58,18,0.9,OSM00789,Withdrawal Attempted
HC30494,TN13,OSM01453,Card Skimming,52197.2,12,Madurai,9.9221,78.0935,0.76,16,44.81,16,0.36,OSM01453,Withdrawal Attempted
HC30495,TN04,OSM00658,Identity Theft,297417.79,18,Coimbatore,11.0158,77.0235,0.73,2,12.51,7,0.41,OSM00658,Withdrawal Detected
HC30496,TN33,OSM01540,Loan Fraud,166206.75,14,Tiruppur,11.1925,77.2833,0.85,21,36.57,6,0.31,OSM01540,Withdrawal Attempted
HC30497,TN05,OSM01213,Romance Scam,136881.43,23,Cuddalore,11.7232,79.7684,0.46,11,18.53,8,0.99,OSM01213,Withdrawal Attempted
HC30498,TN14,OSM01008,Phishing,148688.24,14,Mayiladuthurai,11.1932,79.7604,0.49,15,45.19,20,0.19,OSM01008,Withdrawal Attempted
HC30499,TN20,OSM00781,OTP Fraud,55574.43,1,Ramanathapuram,9.2861,79.3009,0.6,15,42.16,4,0.42,OSM00781,No Activity
HC30500,TN16,OSM01029,UPI Fraud,193143.94,7,Kanniyakumari,8.107,77.4668,0.69,6,46.25,2,0.74,OSM01029,No Activity
HC30501,TN22,OSM01347,Romance Scam,63969.0,2,Salem,11.6717,78.188,0.46,6,19.21,9,0.28,OSM01347,Withdrawal Detected
HC30502,TN12,OSM00991,Romance Scam,197886.41,21,Krishnagiri,12.6407,78.0644,0.71,6,35.88,12,0.91,OSM00991,Withdrawal Detected
HC30503,TN33,OSM00369,OTP Fraud,230935.33,18,Tiruppur,11.2421,77.5044,0.44,25,43.75,18,0.72,OSM00369,Withdrawal Detected
HC30504,TN03,OSM00010,OTP Fraud,245315.39,4,Chennai,12.9864,80.2346,0.42,10,41.12,10,0.49,OSM00010,No Activity
HC30505,TN31,OSM01329,Phishing,152187.88,23,Tirunelveli,8.7263,77.7314,0.71,10,6.5,12,0.46,OSM01329,Withdrawal Detected
HC30506,TN03,OSM00912,Romance Scam,293059.88,14,Chennai,12.9752,80.1834,0.84,9,26.99,1,0.86,OSM00912,Withdrawal Attempted
HC30507,TN22,OSM00345,Identity Theft,299892.79,0,Salem,11.6569,78.1644,0.76,15,17.46,18,0.44,OSM00345,Withdrawal Detected
HC30508,TN24,OSM01113,Romance Scam,7738.71,4,Tenkasi,8.8685,77.492,0.86,24,14.55,6,0.99,OSM01113,Withdrawal Detected
HC30509,TN30,OSM00449,Identity Theft,160636.2,14,Tiruchirappalli,10.7774,78.793,0.99,15,48.22,8,0.63,OSM00449,No Activity
HC30510,TN16,OSM01057,UPI Fraud,119240.43,4,Kanniyakumari,8.3903,77.6097,0.44,6,49.45,11,0.17,OSM01057,Withdrawal Attempted
HC30511,TN03,OSM00011,Romance Scam,295271.09,3,Chennai,12.9872,80.2375,0.61,23,10.96,13,0.9,OSM00011,No Activity
HC30512,TN06,OSM01309,SIM Swap,217885.77,17,Dharmapuri,12.2624,78.3763,0.44,13,1.31,20,0.94,OSM01309,No Activity
HC30513,TN26,OSM00063,Identity Theft,190485.66,22,Theni,10.2354,77.4921,0.55,4,16.38,6,0.93,OSM00063,Withdrawal Detected
HC30514,TN07,OSM01269,Job Fraud,268943.65,6,Dindigul,10.3608,77.9757,0.96,5,33.62,6,0.21,OSM01269,Withdrawal Detected
HC30515,TN04,OSM00707,Phishing,157509.28,16,Coimbatore,11.0083,76.9668,0.5,25,44.86,16,0.64,OSM00707,No Activity
HC30516,TN26,OSM00750,Identity Theft,79860.34,13,Theni,10.228,77.3514,0.67,10,9.07,16,0.94,OSM00750,Withdrawal Detected
HC30517,TN09,OSM01296,Card Skimming,192752.1,16,Kallakurichi,11.5159,79.3316,0.9,12,42.62,15,0.4,OSM01296,Withdrawal Detected
HC30518,TN22,OSM00344,UPI Fraud,200843.19,22,Salem,11.6255,78.1471,0.97,19,4.02,20,0.3,OSM00344,Withdrawal Attempted
HC30519,TN08,OSM00426,Loan Fraud,16480.7,21,Erode,11.455,77.4382,0.9,25,11.73,12,0.52,OSM00426,No Activity
HC30520,TN03,OSM00845,Investment Scam,64039.21,13,Chennai,12.9744,80.1923,0.93,13,8.06,2,0.74,OSM00845,No Activity
HC30521,TN03,OSM00504,Romance Scam,13137.54,1,Chennai,13.0725,80.2723,0.56,12,25.36,10,0.51,OSM00504,No Activity
HC30522,TN05,OSM00327,Identity Theft,163488.86,18,Cuddalore,11.6221,79.525,0.52,12,29.25,20,0.5,OSM00327,Withdrawal Attempted
HC30523,TN25,OSM01209,Investment Scam,229898.87,2,Thanjavur,10.9631,79.3783,0.48,7,44.21,13,0.84,OSM01209,No Activity
HC30524,TN31,OSM01118,OTP Fraud,238847.12,1,Tirunelveli,8.6807,77.5419,0.89,13,14.63,2,0.12,OSM01118,Withdrawal Detected
HC30525,TN03,OSM00697,UPI Fraud,149637.59,1,Chennai,13.0306,80.277,0.45,12,19.94,13,0.75,OSM00697,Withdrawal Attempted
HC30526,TN22,OSM01347,Phishing,63315.62,21,Salem,11.6717,78.188,0.72,18,33.45,2,0.28,OSM01347,No Activity
HC30527,TN30,OSM00302,Phishing,262824.02,9,Tiruchirappalli,10.8244,78.6934,0.98,6,24.34,18,0.17,OSM00302,No Activity
HC30528,TN03,OSM00580,Job Fraud,162876.0,8,Chennai,12.8883,80.1459,0.79,12,5.5,13,0.59,OSM00580,No Activity
HC30529,TN30,OSM00208,UPI Fraud,258622.56,9,Tiruchirappalli,10.8146,78.6673,0.96,13,19.17,9,0.67,OSM00208,Withdrawal Detected
HC30530,TN30,OSM00396,OTP Fraud,94266.47,11,Tiruchirappalli,10.8484,78.6898,0.93,12,42.72,3,0.74,OSM00396,No Activity
HC30531,TN13,OSM00168,SIM Swap,240268.11,9,Madurai,9.9187,78.1113,0.62,11,9.3,15,0.23,OSM00168,Withdrawal Detected
HC30532,TN03,OSM01123,SIM Swap,44453.33,9,Chennai,13.0594,80.2445,0.83,20,44.13,7,0.93,OSM01123,Withdrawal Attempted
HC30533,TN09,OSM01160,Romance Scam,195882.64,11,Kallakurichi,11.477,79.0585,0.47,4,22.84,3,0.21,OSM01160,Withdrawal Attempted
HC30534,TN19,OSM00918,OTP Fraud,257952.36,10,Pudukkottai,10.077,78.7757,0.95,17,30.23,16,0.26,OSM00918,No Activity
HC30535,TN15,OSM01505,Phishing,167141.85,15,Nagapattinam,10.7744,79.8416,0.9,17,32.63,12,0.65,OSM01505,No Activity
HC30536,TN03,OSM00019,Identity Theft,84369.49,22,Chennai,13.0383,80.2473,0.75,14,14.48,13,0.65,OSM00019,Withdrawal Detected
HC30537,TN03,OSM00235,Card Skimming,93281.96,0,Chennai,13.0252,80.2222,0.73,14,21.24,5,0.32,OSM00235,Withdrawal Attempted
HC30538,TN17,OSM00260,Romance Scam,221217.15,14,Namakkal,11.2189,78.161,0.75,12,5.97,9,0.27,OSM00260,No Activity
HC30539,TN31,OSM01512,Phishing,295575.93,15,Tirunelveli,8.8474,77.7738,0.84,16,45.1,18,0.94,OSM01512,No Activity
HC30540,TN04,OSM01523,Job Fraud,268109.41,0,Coimbatore,11.0699,76.9424,0.4,8,30.44,14,0.21,OSM01523,No Activity
HC30541,TN33,OSM01577,Job Fraud,33293.12,13,Tiruppur,11.1903,77.2688,0.82,20,17.97,9,0.17,OSM01577,No Activity
HC30542,TN03,OSM00383,SIM Swap,197947.38,2,Chennai,13.0089,80.1961,0.91,6,29.82,2,0.34,OSM00383,No Activity
HC30543,TN03,OSM00202,Loan Fraud,214841.33,16,Chennai,12.9422,80.1422,0.41,16,15.63,17,0.84,OSM00202,No Activity
HC30544,TN19,OSM00446,Job Fraud,28610.65,22,Pudukkottai,10.4821,78.7849,0.7,5,11.04,15,0.68,OSM00446,No Activity
HC30545,TN31,OSM01379,Identity Theft,296751.49,15,Tirunelveli,8.7873,77.7264,0.53,23,0.23,14,0.74,OSM01379,Withdrawal Attempted
HC30546,TN03,OSM00629,Card Skimming,105522.68,8,Chennai,13.0114,80.1539,0.8,12,24.99,14,0.11,OSM00629,Withdrawal Attempted
