complaint_id,district_id,complaint_date,complaint_time,fraud_type,crime_category,fraud_amount,victim_city,victim_latitude,victim_longitude,source_channel,status
CC1373,TN07,2026-07-13,02:15:23,Romance Scam,Cyber Deception,256964.66,Dindigul,10.3628,78.0188,Walk-in Complaint,Resolved
CC1374,TN10,2025-04-25,02:28:01,Identity Theft,Cyber Deception,313354.38,Kancheepuram,12.8807,79.7464,Walk-in Complaint,Under Investigation
CC1375,TN05,2026-07-14,12:57:16,Loan Fraud,Cyber Deception,69982.08,Cuddalore,11.7738,79.7665,Bank Referral,Pending Review
CC1376,TN33,2025-08-27,18:28:32,Investment Scam,Banking Fraud,466320.98,Tiruppur,11.1124,77.2973,National Cybercrime Portal,Chargesheet Filed
CC1377,TN35,2025-02-17,13:30:20,Card Skimming,Online Financial Fraud,414576.51,The Nilgiris,11.4596,76.7026,Walk-in Complaint,Under Investigation
CC1378,TN20,2026-02-17,02:48:41,Phishing,Social Engineering,255938.24,Ramanathapuram,9.3639,78.8638,Bank Referral,FIR Filed
CC1379,TN28,2026-07-28,16:09:29,Job Fraud,Cyber Deception,471691.81,Tiruvarur,10.7831,79.6692,National Cybercrime Portal,Chargesheet Filed
CC1380,TN03,2026-08-26,11:14:45,Phishing,Identity Fraud,452456.03,Chennai,13.0415,80.2788,National Cybercrime Portal,Chargesheet Filed
CC1381,TN28,2025-02-15,15:57:35,SIM Swap,Social Engineering,244265.89,Tiruvarur,10.7835,79.6652,Walk-in Complaint,Pending Review
CC1382,TN15,2025-12-08,23:24:22,Phishing,Banking Fraud,290935.84,Nagapattinam,10.8031,79.8608,Helpline 1930,FIR Filed
CC1383,TN19,2025-02-16,19:59:26,Loan Fraud,Cyber Deception,188780.99,Pudukkottai,10.3844,78.8425,Walk-in Complaint,Resolved
CC1384,TN02,2025-09-30,14:32:19,OTP Fraud,Online Financial Fraud,222529.27,Chengalpattu,12.6592,79.9595,Helpline 1930,FIR Filed
CC1385,TN11,2025-12-31,18:48:15,Job Fraud,Identity Fraud,271767.21,Karur,10.9226,78.0769,Walk-in Complaint,FIR Filed
CC1386,TN18,2026-07-02,12:34:44,Identity Theft,Social Engineering,307426.04,Perambalur,11.2722,78.8458,Bank Referral,Resolved
CC1387,TN31,2025-06-04,16:28:38,Romance Scam,Online Financial Fraud,213032.3,Tirunelveli,8.7262,77.713,Bank Referral,Under Investigation
CC1388,TN14,2025-04-26,18:57:48,SIM Swap,Identity Fraud,330929.39,Mayiladuthurai,11.1572,79.6674,State Police Portal,FIR Filed
CC1389,TN27,2025-04-21,07:13:30,Job Fraud,Online Financial Fraud,171522.78,Tiruvallur,13.1883,79.8615,Bank Referral,Chargesheet Filed
CC1390,TN36,2026-06-08,03:25:21,UPI Fraud,Social Engineering,180797.78,Vellore,12.9621,79.1575,Helpline 1930,FIR Filed
CC1391,TN17,2025-05-08,19:06:27,Investment Scam,Online Financial Fraud,436647.91,Namakkal,11.2386,78.1448,Walk-in Complaint,Resolved
CC1392,TN26,2025-03-06,15:48:47,Card Skimming,Online Financial Fraud,386427.53,Theni,9.9731,77.4527,Walk-in Complaint,Pending Review
CC1393,TN35,2025-02-12,17:34:58,UPI Fraud,Banking Fraud,231400.81,The Nilgiris,11.4967,76.6934,National Cybercrime Portal,Resolved
CC1394,TN18,2026-02-28,16:54:06,SIM Swap,Identity Fraud,311651.21,Perambalur,11.2761,78.8948,Bank Referral,Pending Review
CC1395,TN28,2026-07-06,19:51:58,SIM Swap,Cyber Deception,198517.96,Tiruvarur,10.778,79.6284,Walk-in Complaint,Resolved
CC1396,TN37,2025-11-16,22:57:55,Phishing,Identity Fraud,170802.21,Viluppuram,11.9162,79.4675,National Cybercrime Portal,Under Investigation
CC1397,TN08,2025-05-19,23:38:43,OTP Fraud,Online Financial Fraud,422564.42,Erode,11.3691,77.7667,State Police Portal,Resolved
CC1398,TN03,2025-12-26,03:04:30,Phishing,Banking Fraud,341700.26,Chennai,13.0389,80.304,Walk-in Complaint,Pending Review
CC1399,TN26,2025-08-01,13:20:15,Job Fraud,Social Engineering,50904.15,Theni,10.0183,77.4596,Walk-in Complaint,Under Investigation
CC1400,TN25,2026-05-13,00:03:01,Romance Scam,Cyber Deception,151265.25,Thanjavur,10.7506,79.1408,Walk-in Complaint,Chargesheet Filed
CC1401,TN12,2025-02-18,09:58:24,Job Fraud,Identity Fraud,392973.05,Krishnagiri,12.5427,78.2194,Helpline 1930,Resolved
CC1402,TN32,2026-02-25,01:20:50,Job Fraud,Identity Fraud,81752.81,Tirupathur,12.5257,78.6092,Bank Referral,Resolved
CC1403,TN24,2026-05-17,14:21:34,UPI Fraud,Cyber Deception,225860.02,Tenkasi,9.0017,77.3419,State Police Portal,FIR Filed
CC1404,TN33,2025-01-30,13:08:15,Investment Scam,Identity Fraud,399666.05,Tiruppur,11.1461,77.3694,State Police Portal,Resolved
CC1405,TN22,2025-10-24,01:06:25,Investment Scam,Cyber Deception,304511.83,Salem,11.6372,78.1014,Helpline 1930,FIR Filed
CC1406,TN12,2025-05-02,05:09:18,OTP Fraud,Banking Fraud,214662.81,Krishnagiri,12.5567,78.2331,Helpline 1930,Chargesheet Filed
CC1407,TN26,2025-05-18,10:39:04,Job Fraud,Online Financial Fraud,52724.49,Theni,9.9781,77.4977,National Cybercrime Portal,Under Investigation
CC1408,TN24,2026-05-31,08:34:51,Identity Theft,Banking Fraud,496693.38,Tenkasi,8.907,77.3555,Walk-in Complaint,Under Investigation
CC1409,TN07,2026-05-01,18:33:25,Card Skimming,Banking Fraud,495826.85,Dindigul,10.3252,78.007,State Police Portal,Pending Review
CC1410,TN23,2026-03-31,00:59:51,Loan Fraud,Banking Fraud,68320.1,Sivaganga,9.8651,78.5102,State Police Portal,Resolved
CC1411,TN05,2025-05-31,23:07:58,OTP Fraud,Online Financial Fraud,102741.58,Cuddalore,11.7231,79.7949,Helpline 1930,Chargesheet Filed
CC1412,TN15,2026-03-17,11:44:37,Job Fraud,Cyber Deception,24998.75,Nagapattinam,10.7726,79.8923,State Police Portal,Chargesheet Filed
CC1413,TN17,2026-06-11,05:19:08,Phishing,Cyber Deception,347663.35,Namakkal,11.1922,78.1498,Bank Referral,Chargesheet Filed
CC1414,TN18,2025-02-18,01:43:27,Loan Fraud,Identity Fraud,326757.81,Perambalur,11.2127,78.8788,State Police Portal,FIR Filed
CC1415,TN05,2025-04-25,04:12:09,Card Skimming,Identity Fraud,385105.71,Cuddalore,11.7595,79.795,Helpline 1930,Pending Review
CC1416,TN06,2026-04-07,14:57:49,Job Fraud,Social Engineering,122205.21,Dharmapuri,12.107,78.1724,State Police Portal,Resolved
CC1417,TN11,2025-02-01,06:55:53,Identity Theft,Cyber Deception,190373.98,Karur,10.9271,78.0339,Helpline 1930,Chargesheet Filed
CC1418,TN01,2026-07-10,01:51:54,Phishing,Cyber Deception,392235.05,Ariyalur,11.1862,79.1113,Bank Referral,Chargesheet Filed
CC1419,TN13,2025-02-03,12:38:50,SIM Swap,Identity Fraud,359874.12,Madurai,9.9255,78.0843,Walk-in Complaint,FIR Filed
CC1420,TN22,2025-08-24,09:00:02,Phishing,Cyber Deception,35492.67,Salem,11.7016,78.1401,Walk-in Complaint,Chargesheet Filed
CC1421,TN33,2025-03-10,13:22:11,Loan Fraud,Identity Fraud,127942.26,Tiruppur,11.1255,77.327,Bank Referral,Resolved
CC1422,TN04,2026-06-29,06:52:34,Investment Scam,Online Financial Fraud,238080.61,Coimbatore,11.0288,76.9508,Walk-in Complaint,Under Investigation
CC1423,TN01,2025-11-25,07:41:38,Phishing,Social Engineering,268778.81,Ariyalur,11.186,79.0798,Bank Referral,Pending Review
CC1424,TN25,2026-08-05,18:27:37,Identity Theft,Cyber Deception,388429.2,Thanjavur,10.8255,79.1642,Walk-in Complaint,Under Investigation
CC1425,TN20,2025-11-19,15:37:44,OTP Fraud,Banking Fraud,53222.41,Ramanathapuram,9.3979,78.8502,Bank Referral,Resolved
CC1426,TN15,2025-02-07,02:55:46,Romance Scam,Cyber Deception,374101.8,Nagapattinam,10.7553,79.8202,Bank Referral,FIR Filed
CC1427,TN14,2026-07-25,20:14:37,Card Skimming,Social Engineering,261210.26,Mayiladuthurai,11.0823,79.6826,State Police Portal,Under Investigation
CC1428,TN36,2026-05-27,00:25:58,OTP Fraud,Cyber Deception,105835.04,Vellore,12.8837,79.1692,National Cybercrime Portal,Pending Review
CC1429,TN36,2025-08-06,05:09:07,UPI Fraud,Online Financial Fraud,8436.51,Vellore,12.8895,79.1714,National Cybercrime Portal,Under Investigation
CC1430,TN34,2026-01-31,14:27:24,Phishing,Online Financial Fraud,455110.33,Tiruvannamalai,12.2261,79.0878,Walk-in Complaint,Resolved
CC1431,TN25,2025-05-05,00:35:05,Loan Fraud,Social Engineering,186963.0,Thanjavur,10.8167,79.1167,State Police Portal,Pending Review
CC1432,TN19,2025-11-23,20:15:41,Phishing,Cyber Deception,255657.04,Pudukkottai,10.3344,78.8188,Helpline 1930,Pending Review
CC1433,TN09,2025-07-19,10:19:26,Romance Scam,Identity Fraud,416196.71,Kallakurichi,11.7673,78.9174,State Police Portal,Under Investigation
CC1434,TN30,2026-02-18,05:00:23,Loan Fraud,Identity Fraud,476295.94,Tiruchirappalli,10.7993,78.6985,National Cybercrime Portal,Chargesheet Filed
CC1435,TN02,2025-02-17,13:27:57,Job Fraud,Banking Fraud,135067.6,Chengalpattu,12.6513,80.0162,Helpline 1930,Chargesheet Filed
CC1436,TN20,2025-03-30,22:05:45,SIM Swap,Identity Fraud,1791.24,Ramanathapuram,9.3586,78.8145,Helpline 1930,Pending Review
CC1437,TN38,2025-10-03,19:30:02,Identity Theft,Cyber Deception,8507.15,Virudhunagar,9.6145,77.9884,Helpline 1930,Resolved
CC1438,TN36,2025-07-27,09:35:09,Job Fraud,Cyber Deception,363082.19,Vellore,12.923,79.123,Helpline 1930,Pending Review
CC1439,TN30,2025-01-16,16:14:34,Job Fraud,Cyber Deception,278154.97,Tiruchirappalli,10.8303,78.7113,Helpline 1930,Pending Review
CC1440,TN32,2025-03-16,11:01:23,Romance Scam,Banking Fraud,91124.43,Tirupathur,12.4891,78.5239,Helpline 1930,Resolved
CC1441,TN02,2025-08-31,04:01:05,OTP Fraud,Banking Fraud,440708.58,Chengalpattu,12.7203,79.9616,Walk-in Complaint,Pending Review
CC1442,TN36,2025-07-11,12:00:19,Phishing,Cyber Deception,427535.51,Vellore,12.9426,79.1805,Walk-in Complaint,Chargesheet Filed
CC1443,TN09,2025-03-16,14:23:21,Identity Theft,Identity Fraud,485786.2,Kallakurichi,11.7001,78.9626,Bank Referral,Under Investigation
CC1444,TN09,2026-05-15,09:24:38,OTP Fraud,Online Financial Fraud,49189.42,Kallakurichi,11.7556,78.9974,Walk-in Complaint,FIR Filed
CC1445,TN18,2025-04-05,19:45:37,Job Fraud,Social Engineering,218435.48,Perambalur,11.2019,78.8462,Helpline 1930,Chargesheet Filed
CC1446,TN33,2026-08-25,02:28:03,Loan Fraud,Identity Fraud,133934.12,Tiruppur,11.0717,77.3734,Bank Referral,Chargesheet Filed
CC1447,TN24,2026-05-13,01:20:27,Identity Theft,Social Engineering,2440.19,Tenkasi,8.9642,77.2777,Bank Referral,Resolved
CC1448,TN01,2026-08-12,00:46:03,Phishing,Banking Fraud,110559.09,Ariyalur,11.1604,79.0628,Bank Referral,Under Investigation
CC1449,TN30,2025-06-25,06:52:08,Loan Fraud,Banking Fraud,495947.86,Tiruchirappalli,10.7908,78.7467,Walk-in Complaint,Chargesheet Filed
CC1450,TN18,2025-01-06,01:05:31,Identity Theft,Cyber Deception,92201.34,Perambalur,11.2531,78.9038,State Police Portal,Under Investigation
CC1451,TN09,2026-03-06,02:24:59,Identity Theft,Identity Fraud,4117.25,Kallakurichi,11.6949,78.9925,Walk-in Complaint,Under Investigation
CC1452,TN06,2025-04-29,18:23:00,Romance Scam,Social Engineering,422076.41,Dharmapuri,12.1663,78.1191,National Cybercrime Portal,Chargesheet Filed
CC1453,TN12,2026-03-14,02:47:56,UPI Fraud,Identity Fraud,114478.97,Krishnagiri,12.5503,78.2431,National Cybercrime Portal,Pending Review
CC1454,TN09,2025-07-24,01:02:29,Phishing,Banking Fraud,297230.57,Kallakurichi,11.7563,78.9144,Helpline 1930,Chargesheet Filed
CC1455,TN06,2026-06-01,18:50:19,Identity Theft,Identity Fraud,349864.29,Dharmapuri,12.1004,78.1728,Walk-in Complaint,Pending Review
CC1456,TN30,2026-02-28,18:35:36,SIM Swap,Banking Fraud,172962.27,Tiruchirappalli,10.8,78.6826,Helpline 1930,Under Investigation
CC1457,TN27,2025-04-01,19:50:46,Identity Theft,Social Engineering,488724.7,Tiruvallur,13.1104,79.8882,Walk-in Complaint,Under Investigation
CC1458,TN14,2025-03-14,01:16:21,UPI Fraud,Social Engineering,176545.71,Mayiladuthurai,11.1146,79.6645,State Police Portal,FIR Filed
CC1459,TN05,2026-04-25,09:13:56,Investment Scam,Banking Fraud,128760.76,Cuddalore,11.7744,79.8038,Bank Referral,FIR Filed
CC1460,TN27,2026-06-27,01:25:55,Loan Fraud,Cyber Deception,218275.44,Tiruvallur,13.1647,79.9019,Walk-in Complaint,Pending Review
CC1461,TN15,2025-09-15,09:59:34,Identity Theft,Social Engineering,274034.07,Nagapattinam,10.814,79.8267,State Police Portal,Resolved
CC1462,TN20,2026-02-20,04:34:03,Investment Scam,Identity Fraud,27483.41,Ramanathapuram,9.3955,78.8748,National Cybercrime Portal,Resolved
CC1463,TN24,2026-04-05,19:21:22,Phishing,Identity Fraud,480499.55,Tenkasi,8.9223,77.3216,National Cybercrime Portal,Pending Review
CC1464,TN03,2026-07-08,10:57:49,Investment Scam,Online Financial Fraud,22210.08,Chennai,13.0956,80.2516,National Cybercrime Portal,Pending Review
CC1465,TN07,2025-08-28,03:05:06,Card Skimming,Cyber Deception,470760.49,Dindigul,10.3219,78.0181,National Cybercrime Portal,FIR Filed
CC1466,TN22,2025-10-30,22:28:43,Job Fraud,Online Financial Fraud,343682.07,Salem,11.632,78.1594,Helpline 1930,Pending Review
CC1467,TN24,2025-08-28,10:52:58,Loan Fraud,Online Financial Fraud,341611.38,Tenkasi,9.0062,77.3544,State Police Portal,FIR Filed
CC1468,TN29,2025-11-18,18:22:55,UPI Fraud,Online Financial Fraud,79796.43,Thoothukudi,8.756,78.166,National Cybercrime Portal,Under Investigation
CC1469,TN21,2025-04-24,10:13:55,OTP Fraud,Identity Fraud,483339.59,Ranipet,12.9427,79.3519,Bank Referral,Resolved
CC1470,TN22,2025-02-02,14:18:02,Card Skimming,Online Financial Fraud,382727.5,Salem,11.6847,78.1805,Helpline 1930,Pending Review
CC1471,TN36,2025-02-20,11:45:47,Romance Scam,Identity Fraud,322312.74,Vellore,12.9578,79.1491,National Cybercrime Portal,Under Investigation
CC1472,TN01,2026-02-07,09:43:39,SIM Swap,Identity Fraud,386657.81,Ariyalur,11.0912,79.0976,Walk-in Complaint,Under Investigation
CC1473,TN01,2025-10-12,11:08:02,SIM Swap,Banking Fraud,23757.96,Ariyalur,11.1512,79.1258,Bank Referral,Under Investigation
CC1474,TN05,2026-07-10,09:40:39,Phishing,Social Engineering,495252.34,Cuddalore,11.7317,79.7829,State Police Portal,Pending Review
CC1475,TN23,2025-12-21,07:58:23,Romance Scam,Identity Fraud,74107.46,Sivaganga,9.8294,78.438,National Cybercrime Portal,Resolved
CC1476,TN32,2026-08-07,18:00:41,UPI Fraud,Banking Fraud,286025.29,Tirupathur,12.538,78.607,Walk-in Complaint,Under Investigation
CC1477,TN05,2026-07-14,12:45:28,Card Skimming,Identity Fraud,23000.33,Cuddalore,11.7675,79.7456,Helpline 1930,Pending Review
CC1478,TN18,2025-05-09,22:56:13,SIM Swap,Cyber Deception,424290.75,Perambalur,11.2149,78.902,Bank Referral,FIR Filed
CC1479,TN02,2025-01-03,12:31:29,Job Fraud,Social Engineering,167752.96,Chengalpattu,12.6447,79.9418,Bank Referral,Under Investigation
CC1480,TN05,2026-05-21,06:24:20,Loan Fraud,Social Engineering,449523.13,Cuddalore,11.7164,79.732,Walk-in Complaint,Chargesheet Filed
CC1481,TN12,2026-08-20,01:40:11,Romance Scam,Social Engineering,110198.73,Krishnagiri,12.4907,78.1968,National Cybercrime Portal,Under Investigation
CC1482,TN01,2025-02-02,18:02:41,Job Fraud,Online Financial Fraud,178728.58,Ariyalur,11.0906,79.105,Walk-in Complaint,Pending Review
CC1483,TN27,2026-06-07,08:15:00,OTP Fraud,Online Financial Fraud,45104.74,Tiruvallur,13.1295,79.8791,State Police Portal,Pending Review
CC1484,TN01,2025-10-16,21:21:59,Card Skimming,Identity Fraud,377364.31,Ariyalur,11.1896,79.0842,Walk-in Complaint,Resolved
CC1485,TN21,2026-08-03,05:05:10,Romance Scam,Cyber Deception,385761.95,Ranipet,12.9084,79.3228,State Police Portal,FIR Filed
CC1486,TN27,2025-07-03,00:56:44,OTP Fraud,Banking Fraud,185651.95,Tiruvallur,13.1423,79.8649,Helpline 1930,Resolved
CC1487,TN02,2025-05-10,00:58:28,Phishing,Online Financial Fraud,400775.4,Chengalpattu,12.7281,79.9483,Walk-in Complaint,Under Investigation
CC1488,TN12,2025-07-13,13:44:10,Phishing,Cyber Deception,363053.02,Krishnagiri,12.4857,78.199,Walk-in Complaint,Under Investigation
CC1489,TN34,2026-08-10,15:46:00,Investment Scam,Cyber Deception,48137.21,Tiruvannamalai,12.1859,79.0359,Helpline 1930,FIR Filed
CC1490,TN35,2026-01-16,10:35:35,Phishing,Cyber Deception,440481.55,The Nilgiris,11.4985,76.7301,Helpline 1930,FIR Filed
CC1491,TN07,2026-01-26,17:33:02,UPI Fraud,Identity Fraud,458666.76,Dindigul,10.3603,77.9961,Walk-in Complaint,FIR Filed
CC1492,TN05,2026-07-15,12:38:09,Identity Theft,Cyber Deception,240316.34,Cuddalore,11.7152,79.7723,Bank Referral,Chargesheet Filed
CC1493,TN04,2025-04-09,16:08:10,Card Skimming,Social Engineering,1608.36,Coimbatore,10.9846,76.9272,Bank Referral,Pending Review
CC1494,TN09,2025-08-23,04:42:09,UPI Fraud,Identity Fraud,45251.58,Kallakurichi,11.7162,79.0126,State Police Portal,FIR Filed
CC1495,TN34,2025-04-23,02:26:23,Romance Scam,Cyber Deception,355559.55,Tiruvannamalai,12.2454,79.092,National Cybercrime Portal,FIR Filed
CC1496,TN03,2025-08-01,01:17:59,OTP Fraud,Social Engineering,426335.28,Chennai,13.0458,80.2646,Bank Referral,FIR Filed
CC1497,TN07,2025-09-07,11:45:12,UPI Fraud,Social Engineering,252165.72,Dindigul,10.3542,78.0081,Helpline 1930,Chargesheet Filed
CC1498,TN26,2025-07-21,00:43:52,UPI Fraud,Identity Fraud,357908.41,Theni,10.0199,77.5203,Helpline 1930,Resolved
CC1499,TN30,2025-12-31,12:57:37,Phishing,Cyber Deception,269097.27,Tiruchirappalli,10.7537,78.6618,National Cybercrime Portal,FIR Filed
CC1500,TN06,2026-03-02,21:56:52,Phishing,Banking Fraud,149970.45,Dharmapuri,12.1642,78.1123,State Police Portal,Pending Review
CC1501,TN34,2025-08-12,03:50:01,Loan Fraud,Social Engineering,421231.28,Tiruvannamalai,12.2495,79.1068,National Cybercrime Portal,Pending Review
CC1502,TN25,2026-02-06,05:09:36,Phishing,Social Engineering,469504.1,Thanjavur,10.779,79.0892,National Cybercrime Portal,Chargesheet Filed
CC1503,TN26,2026-07-25,11:53:26,Job Fraud,Banking Fraud,477069.31,Theni,10.0481,77.4309,State Police Portal,Resolved
CC1504,TN10,2025-03-28,18:32:51,Job Fraud,Identity Fraud,181473.58,Kancheepuram,12.8145,79.6823,Bank Referral,Chargesheet Filed
CC1505,TN03,2026-03-28,13:25:12,Loan Fraud,Cyber Deception,385334.91,Chennai,13.1044,80.2775,Bank Referral,Under Investigation
CC1506,TN20,2026-01-21,05:29:12,OTP Fraud,Social Engineering,193284.83,Ramanathapuram,9.3573,78.8655,National Cybercrime Portal,Chargesheet Filed
CC1507,TN10,2025-09-19,06:50:26,OTP Fraud,Identity Fraud,470478.33,Kancheepuram,12.8397,79.6857,State Police Portal,Under Investigation
CC1508,TN33,2026-06-10,20:56:02,Identity Theft,Banking Fraud,474622.63,Tiruppur,11.1179,77.3598,National Cybercrime Portal,Pending Review
CC1509,TN27,2025-06-01,20:15:46,Loan Fraud,Online Financial Fraud,329349.49,Tiruvallur,13.1473,79.8951,State Police Portal,FIR Filed
CC1510,TN36,2025-12-13,07:56:08,Loan Fraud,Banking Fraud,487080.05,Vellore,12.8852,79.1191,National Cybercrime Portal,Chargesheet Filed
CC1511,TN35,2025-08-30,07:15:16,SIM Swap,Online Financial Fraud,404649.49,The Nilgiris,11.4657,76.6916,Bank Referral,Pending Review
CC1512,TN32,2026-02-20,00:23:46,Loan Fraud,Identity Fraud,431919.98,Tirupathur,12.5215,78.5551,Walk-in Complaint,Chargesheet Filed
CC1513,TN32,2025-12-05,14:25:37,Loan Fraud,Identity Fraud,473547.73,Tirupathur,12.4797,78.5401,Bank Referral,Pending Review
CC1514,TN31,2025-10-05,12:24:59,Romance Scam,Cyber Deception,191771.58,Tirunelveli,8.7446,77.7498,Bank Referral,FIR Filed
CC1515,TN06,2025-07-01,10:18:23,UPI Fraud,Cyber Deception,349172.94,Dharmapuri,12.0785,78.1414,Walk-in Complaint,Chargesheet Filed
CC1516,TN33,2025-03-31,10:11:48,Job Fraud,Cyber Deception,72155.09,Tiruppur,11.1372,77.3282,Helpline 1930,Resolved
CC1517,TN20,2026-04-03,05:07:54,SIM Swap,Online Financial Fraud,227146.97,Ramanathapuram,9.412,78.7958,Bank Referral,Pending Review
CC1518,TN08,2025-09-30,05:24:07,Loan Fraud,Online Financial Fraud,498850.43,Erode,11.3864,77.7323,Walk-in Complaint,FIR Filed
CC1519,TN16,2025-06-11,13:52:07,Loan Fraud,Identity Fraud,443179.32,Kanniyakumari,8.0596,77.5695,Helpline 1930,Pending Review
CC1520,TN27,2025-08-14,21:49:29,SIM Swap,Online Financial Fraud,480564.23,Tiruvallur,13.1583,79.8589,Walk-in Complaint,Under Investigation
CC1521,TN32,2026-06-28,11:58:10,OTP Fraud,Online Financial Fraud,40621.01,Tirupathur,12.5167,78.5608,Walk-in Complaint,Chargesheet Filed
CC1522,TN21,2025-06-10,06:23:52,Loan Fraud,Social Engineering,217039.84,Ranipet,12.9678,79.3631,Bank Referral,Chargesheet Filed
CC1523,TN32,2025-02-19,03:31:12,OTP Fraud,Online Financial Fraud,346058.99,Tirupathur,12.4848,78.5502,State Police Portal,FIR Filed
CC1524,TN29,2026-04-19,14:08:36,Job Fraud,Banking Fraud,341302.32,Thoothukudi,8.7549,78.1043,National Cybercrime Portal,Under Investigation
CC1525,TN18,2025-03-05,20:52:02,Investment Scam,Social Engineering,407022.03,Perambalur,11.2774,78.8384,Bank Referral,Chargesheet Filed
CC1526,TN34,2025-02-16,01:01:58,OTP Fraud,Banking Fraud,428311.1,Tiruvannamalai,12.1931,79.0375,Bank Referral,FIR Filed
CC1527,TN21,2026-04-20,21:54:12,Phishing,Banking Fraud,14208.41,Ranipet,12.9073,79.3801,National Cybercrime Portal,FIR Filed
CC1528,TN26,2026-06-26,20:44:05,Card Skimming,Social Engineering,454308.13,Theni,9.9802,77.4466,Walk-in Complaint,Chargesheet Filed
CC1529,TN23,2025-06-07,16:49:25,OTP Fraud,Online Financial Fraud,300865.59,Sivaganga,9.8119,78.5035,Helpline 1930,FIR Filed
CC1530,TN23,2025-05-11,23:23:39,Investment Scam,Social Engineering,454862.75,Sivaganga,9.8081,78.446,Helpline 1930,FIR Filed
CC1531,TN13,2026-06-19,19:38:11,UPI Fraud,Identity Fraud,182431.7,Madurai,9.9226,78.1391,State Police Portal,Chargesheet Filed
CC1532,TN15,2025-05-13,07:27:27,Phishing,Cyber Deception,175654.03,Nagapattinam,10.7207,79.8346,National Cybercrime Portal,Pending Review
CC1533,TN30,2025-02-16,16:11:24,Romance Scam,Banking Fraud,394168.19,Tiruchirappalli,10.7526,78.7053,State Police Portal,FIR Filed
CC1534,TN25,2025-02-09,03:00:31,Phishing,Social Engineering,198816.44,Thanjavur,10.7724,79.1723,Walk-in Complaint,FIR Filed
CC1535,TN36,2026-07-28,20:11:45,Phishing,Banking Fraud,333444.1,Vellore,12.9507,79.126,Bank Referral,Pending Review
CC1536,TN17,2026-02-17,15:12:20,Card Skimming,Identity Fraud,66381.04,Namakkal,11.1899,78.2144,State Police Portal,FIR Filed
CC1537,TN10,2025-06-15,22:32:01,Phishing,Cyber Deception,146726.42,Kancheepuram,12.8839,79.6882,Walk-in Complaint,FIR Filed
CC1538,TN12,2025-07-02,23:22:25,UPI Fraud,Banking Fraud,92337.2,Krishnagiri,12.5574,78.263,Bank Referral,FIR Filed
CC1539,TN24,2025-02-20,12:15:53,Card Skimming,Social Engineering,34267.88,Tenkasi,8.9712,77.3183,Bank Referral,Resolved
CC1540,TN32,2025-10-10,03:52:15,UPI Fraud,Banking Fraud,334832.19,Tirupathur,12.4666,78.572,Bank Referral,Under Investigation
CC1541,TN36,2025-11-28,04:00:56,Phishing,Social Engineering,387609.41,Vellore,12.884,79.1486,Walk-in Complaint,Chargesheet Filed
CC1542,TN26,2025-08-23,18:53:46,Card Skimming,Identity Fraud,193672.04,Theni,9.9918,77.4545,Helpline 1930,Under Investigation
CC1543,TN24,2025-11-23,08:36:04,OTP Fraud,Online Financial Fraud,184775.43,Tenkasi,8.9492,77.3371,National Cybercrime Portal,Under Investigation
CC1544,TN37,2025-12-17,10:27:17,UPI Fraud,Cyber Deception,466739.26,Viluppuram,11.8992,79.5082,Walk-in Complaint,FIR Filed
CC1545,TN38,2025-11-25,14:35:31,Investment Scam,Social Engineering,31038.86,Virudhunagar,9.6175,77.9935,National Cybercrime Portal,Chargesheet Filed
CC1546,TN11,2026-03-22,05:42:00,Phishing,Cyber Deception,433571.73,Karur,10.9597,78.0402,National Cybercrime Portal,FIR Filed
CC1547,TN20,2025-03-17,06:36:15,Job Fraud,Cyber Deception,202363.3,Ramanathapuram,9.3671,78.8468,Helpline 1930,Under Investigation
CC1548,TN37,2026-06-20,15:13:04,OTP Fraud,Banking Fraud,245784.2,Viluppuram,11.9385,79.4441,Walk-in Complaint,FIR Filed
CC1549,TN09,2026-03-25,20:24:43,UPI Fraud,Banking Fraud,479612.77,Kallakurichi,11.7578,79.0103,Walk-in Complaint,Pending Review
CC1550,TN31,2026-07-12,13:22:15,SIM Swap,Cyber Deception,450154.5,Tirunelveli,8.7337,77.7376,National Cybercrime Portal,Pending Review
CC1551,TN06,2026-01-27,10:19:12,UPI Fraud,Cyber Deception,336384.63,Dharmapuri,12.1563,78.1719,State Police Portal,FIR Filed
CC1552,TN08,2025-05-29,01:10:07,Romance Scam,Online Financial Fraud,176634.45,Erode,11.2934,77.7021,Helpline 1930,Chargesheet Filed
CC1553,TN19,2026-07-31,20:29:51,Loan Fraud,Banking Fraud,4436.94,Pudukkottai,10.3347,78.7845,Walk-in Complaint,Resolved
CC1554,TN26,2025-11-10,09:34:42,Job Fraud,Banking Fraud,201055.93,Theni,10.0176,77.4861,Bank Referral,Under Investigation
CC1555,TN27,2025-07-26,12:56:22,Job Fraud,Online Financial Fraud,129208.85,Tiruvallur,13.1233,79.8594,State Police Portal,Chargesheet Filed
CC1556,TN21,2025-08-14,15:12:02,Romance Scam,Banking Fraud,487550.7,Ranipet,12.9337,79.3449,Helpline 1930,Resolved
CC1557,TN06,2025-04-23,20:36:41,Investment Scam,Social Engineering,285085.57,Dharmapuri,12.1157,78.1403,National Cybercrime Portal,Chargesheet Filed
CC1558,TN38,2026-04-23,23:00:11,Investment Scam,Identity Fraud,55950.86,Virudhunagar,9.5901,77.9587,State Police Portal,Resolved
